wtp,vMC,aMC,subj,gender,age,TraitAnxiety
55,-4.227103898,4.227103898,9,1,22,62
70,1.024495811,1.024495811,9,1,22,62
94,3.239567136,3.239567136,9,1,22,62
-84,-5.805726041,5.805726041,9,1,22,62
90,-7.173349418,7.173349418,9,1,22,62
61,-1.9798234,1.9798234,9,1,22,62
0,10.57523908,10.57523908,9,1,22,62
74,-7.54931045,7.54931045,9,1,22,62
14,-1.990952106,1.990952106,9,1,22,62
-2,0.236064673,0.236064673,9,1,22,62
27,0.479729683,0.479729683,9,1,22,62
-18,-1.707682777,1.707682777,9,1,22,62
84,19.69614164,19.69614164,9,1,22,62
90,1.493623501,1.493623501,9,1,22,62
93,-2.021567476,2.021567476,9,1,22,62
2,0.834713129,0.834713129,9,1,22,62
,5.70612528,5.70612528,9,1,22,62
0,-0.738811686,0.738811686,9,1,22,62
-53,-1.044943006,1.044943006,9,1,22,62
29,-4.538796461,4.538796461,9,1,22,62
99,-11.24242731,11.24242731,9,1,22,62
58,-4.503322617,4.503322617,9,1,22,62
25,0.5160916,0.5160916,9,1,22,62
0,-4.97784739,4.97784739,9,1,22,62
41,1.5494513,1.5494513,9,1,22,62
99,3.08724412,3.08724412,9,1,22,62
2,1.112441919,1.112441919,9,1,22,62
61,1.681421111,1.681421111,9,1,22,62
89,-0.423016581,0.423016581,9,1,22,62
71,8.035967824,8.035967824,9,1,22,62
18,-3.799101322,3.799101322,9,1,22,62
0,0.617219727,0.617219727,9,1,22,62
53,-3.751679998,3.751679998,9,1,22,62
91,-2.456295338,2.456295338,9,1,22,62
99,-8.274835053,8.274835053,9,1,22,62
,6.757237374,6.757237374,10,1,21,41
0,3.740467389,3.740467389,10,1,21,41
,3.651282911,3.651282911,10,1,21,41
25,-12.33867431,12.33867431,10,1,21,41
0,0.736274328,0.736274328,10,1,21,41
0,0.838847817,0.838847817,10,1,21,41
16,-1.311730658,1.311730658,10,1,21,41
29,-2.169706856,2.169706856,10,1,21,41
0,-3.167879643,3.167879643,10,1,21,41
11,4.122819726,4.122819726,10,1,21,41
,-5.372424613,5.372424613,10,1,21,41
31,9.881538388,9.881538388,10,1,21,41
0,-0.301592185,0.301592185,10,1,21,41
9,-1.121696418,1.121696418,10,1,21,41
0,0.537352031,0.537352031,10,1,21,41
,-1.42013446,1.42013446,10,1,21,41
12,3.384614552,3.384614552,10,1,21,41
19,-7.253799914,7.253799914,10,1,21,41
,3.535290513,3.535290513,10,1,21,41
,-5.192468056,5.192468056,10,1,21,41
16,-2.465387203,2.465387203,10,1,21,41
3,1.262789509,1.262789509,10,1,21,41
6,-2.962943518,2.962943518,10,1,21,41
0,2.756090802,2.756090802,10,1,21,41
,7.58318777,7.58318777,10,1,21,41
0,9.71858994,9.71858994,10,1,21,41
1,-5.658668803,5.658668803,10,1,21,41
,0.119267702,0.119267702,10,1,21,41
,-8.118413843,8.118413843,10,1,21,41
13,-5.591359525,5.591359525,10,1,21,41
0,-9.726717233,9.726717233,10,1,21,41
1,6.101924547,6.101924547,10,1,21,41
2,6.230595766,6.230595766,10,1,21,41
,4.651629959,4.651629959,10,1,21,41
-17,7.985536698,7.985536698,10,1,21,41
,-11.13486186,11.13486186,10,1,21,41
2,5.714230317,5.714230317,10,1,21,41
3,-2.137014484,2.137014484,10,1,21,41
0,7.200358584,7.200358584,10,1,21,41
0,1.132778705,1.132778705,10,1,21,41
22,7.305100542,7.305100542,10,1,21,41
0,-4.28763792,4.28763792,10,1,21,41
0,-4.967909251,4.967909251,10,1,21,41
22,-11.89407849,11.89407849,10,1,21,41
25,2.985031247,2.985031247,10,1,21,41
20,4.312233148,4.312233148,10,1,21,41
2,-4.241652726,4.241652726,10,1,21,41
2,4.742115451,4.742115451,10,1,21,41
26,-5.362813717,5.362813717,10,1,21,41
0,2.874565511,2.874565511,10,1,21,41
0,3.68372637,3.68372637,10,1,21,41
-7,-4.217081249,4.217081249,10,1,21,41
4,-8.844426923,8.844426923,10,1,21,41
0,-3.601918235,3.601918235,10,1,21,41
1,0.407766145,0.407766145,10,1,21,41
0,4.102196609,4.102196609,10,1,21,41
19,-4.957764955,4.957764955,10,1,21,41
0,6.129844609,6.129844609,10,1,21,41
0,7.527120222,7.527120222,10,1,21,41
,1.944279507,1.944279507,10,1,21,41
7,10.85917573,10.85917573,10,1,21,41
4,0.424915021,0.424915021,10,1,21,41
24,-0.905546164,0.905546164,10,1,21,41
0,-6.295700805,6.295700805,10,1,21,41
0,-3.46559215,3.46559215,10,1,21,41
0,5.020699544,5.020699544,10,1,21,41
0,-2.976359872,2.976359872,10,1,21,41
0,-7.538827261,7.538827261,10,1,21,41
13,2.547508683,2.547508683,10,1,21,41
0,-0.260531559,0.260531559,10,1,21,41
0,-4.829641454,4.829641454,10,1,21,41
24,-6.128357324,6.128357324,10,1,21,41
1,1.420153266,1.420153266,10,1,21,41
0,1.504528374,1.504528374,10,1,21,41
0,1.797006049,1.797006049,10,1,21,41
1,-2.206686361,2.206686361,10,1,21,41
9,-3.53984466,3.53984466,10,1,21,41
8,-0.176691077,0.176691077,10,1,21,41
0,-4.102140191,4.102140191,10,1,21,41
0,7.10675273,7.10675273,10,1,21,41
0,2.399260107,2.399260107,10,1,21,41
0,6.74949906,6.74949906,10,1,21,41
21,-1.881380327,1.881380327,10,1,21,41
0,-1.701374458,1.701374458,10,1,21,41
0,4.031029706,4.031029706,10,1,21,41
0,-2.344693342,2.344693342,10,1,21,41
0,-4.294238493,4.294238493,10,1,21,41
0,3.398174025,3.398174025,10,1,21,41
0,-2.858680508,2.858680508,10,1,21,41
0,-2.448674975,2.448674975,10,1,21,41
13,-4.12007924,4.12007924,10,1,21,41
0,7.946681705,7.946681705,10,1,21,41
0,0.318200953,0.318200953,10,1,21,41
0,2.003721824,2.003721824,10,1,21,41
20,6.326576056,6.326576056,10,1,21,41
0,5.10567186,5.10567186,10,1,21,41
0,1.238678635,1.238678635,10,1,21,41
-1,-4.005135403,4.005135403,10,1,21,41
14,-0.11203993,0.11203993,10,1,21,41
21,10.80962354,10.80962354,10,1,21,41
1,0.189579037,0.189579037,10,1,21,41
0,-10.46826014,10.46826014,10,1,21,41
,6.936586745,6.936586745,10,1,21,41
17,-8.115422426,8.115422426,10,1,21,41
0,-0.563547468,0.563547468,10,1,21,41
16,-5.323291797,5.323291797,10,1,21,41
0,4.588002415,4.588002415,10,1,21,41
0,-2.284265104,2.284265104,10,1,21,41
1,2.011343965,2.011343965,10,1,21,41
0,4.923875787,4.923875787,10,1,21,41
5,4.388067872,4.388067872,10,1,21,41
0,-1.069048843,1.069048843,10,1,21,41
0,-2.059979267,2.059979267,10,1,21,41
0,-0.223460824,0.223460824,10,1,21,41
0,7.094022555,7.094022555,10,1,21,41
0,3.449270138,3.449270138,10,1,21,41
-2,-7.569137445,7.569137445,10,1,21,41
-1,5.705101953,5.705101953,10,1,21,41
1,-5.864728043,5.864728043,10,1,21,41
,4.111490159,4.111490159,10,1,21,41
1,8.035037075,8.035037075,10,1,21,41
3,0.36764398,0.36764398,10,1,21,41
0,-2.700614593,2.700614593,10,1,21,41
0,-4.350695534,4.350695534,10,1,21,41
1,-6.866948838,6.866948838,10,1,21,41
1,3.702464001,3.702464001,10,1,21,41
19,-4.007337991,4.007337991,10,1,21,41
0,-9.045380411,9.045380411,10,1,21,41
0,10.68956403,10.68956403,10,1,21,41
2,10.93659093,10.93659093,10,1,21,41
0,-3.115123591,3.115123591,10,1,21,41
0,-2.615534738,2.615534738,10,1,21,41
0,-6.108669104,6.108669104,10,1,21,41
4,1.27869702,1.27869702,10,1,21,41
0,-0.614677138,0.614677138,10,1,21,41
1,-0.149809198,0.149809198,10,1,21,41
0,3.715631073,3.715631073,10,1,21,41
1,5.960212729,5.960212729,10,1,21,41
0,-1.27614368,1.27614368,10,1,21,41
0,7.428468589,7.428468589,10,1,21,41
0,-8.803744882,8.803744882,10,1,21,41
-1,-2.012181952,2.012181952,10,1,21,41
20,7.403785313,7.403785313,10,1,21,41
0,1.209711443,1.209711443,10,1,21,41
1,0.280289633,0.280289633,10,1,21,41
0,-0.150306572,0.150306572,10,1,21,41
4,4.742361039,4.742361039,10,1,21,41
0,-4.288536428,4.288536428,10,1,21,41
1,-3.537314338,3.537314338,10,1,21,41
20,-1.673621606,1.673621606,10,1,21,41
3,-3.59597173,3.59597173,10,1,21,41
-1,-1.201832301,1.201832301,10,1,21,41
1,4.52648842,4.52648842,10,1,21,41
1,3.030349615,3.030349615,10,1,21,41
0,-1.410972768,1.410972768,10,1,21,41
2,-6.569546912,6.569546912,10,1,21,41
1,-4.567523543,4.567523543,10,1,21,41
0,3.110808303,3.110808303,10,1,21,41
0,2.33760079,2.33760079,10,1,21,41
2,-0.43906968,0.43906968,10,1,21,41
0,-2.991042421,2.991042421,10,1,21,41
7,9.783305048,9.783305048,10,1,21,41
0,-7.908642211,7.908642211,10,1,21,41
0,5.425983901,5.425983901,10,1,21,41
2,-4.368574192,4.368574192,10,1,21,41
0,6.540454397,6.540454397,10,1,21,41
2,-0.515611538,0.515611538,10,1,21,41
0,-0.891032025,0.891032025,10,1,21,41
0,-2.811346117,2.811346117,10,1,21,41
0,-8.022238719,8.022238719,10,1,21,41
4,7.963364121,7.963364121,10,1,21,41
0,1.276409165,1.276409165,10,1,21,41
14,-5.63115329,5.63115329,10,1,21,41
0,9.24635665,9.24635665,10,1,21,41
0,-6.359453829,6.359453829,10,1,21,41
0,18.47567525,18.47567525,10,1,21,41
9,-6.414741171,6.414741171,10,1,21,41
0,3.628575131,3.628575131,10,1,21,41
0,0.159215954,0.159215954,10,1,21,41
0,-0.628130083,0.628130083,10,1,21,41
0,-1.106825375,1.106825375,10,1,21,41
0,0.703798277,0.703798277,10,1,21,41
0,-1.611207007,1.611207007,10,1,21,41
0,-2.071360324,2.071360324,10,1,21,41
18,6.210347246,6.210347246,10,1,21,41
0,1.522381683,1.522381683,10,1,21,41
0,2.880382012,2.880382012,10,1,21,41
1,-7.113136853,7.113136853,10,1,21,41
,3.470607323,3.470607323,10,1,21,41
1,-9.519822167,9.519822167,10,1,21,41
0,6.351865378,6.351865378,10,1,21,41
2,-7.180294144,7.180294144,10,1,21,41
0,-4.229700375,4.229700375,10,1,21,41
1,1.583484959,1.583484959,10,1,21,41
0,-8.960173885,8.960173885,10,1,21,41
0,3.028576781,3.028576781,10,1,21,41
23,2.417961906,2.417961906,10,1,21,41
1,-5.128143987,5.128143987,10,1,21,41
0,-0.480059044,0.480059044,10,1,21,41
0,-7.850172536,7.850172536,10,1,21,41
0,10.45932296,10.45932296,11,0,24,38
0,1.269633427,1.269633427,11,0,24,38
0,3.891516787,3.891516787,11,0,24,38
0,-4.164876313,4.164876313,11,0,24,38
,5.48832226,5.48832226,11,0,24,38
0,-0.160225871,0.160225871,11,0,24,38
0,-9.132642016,9.132642016,11,0,24,38
0,-6.852356765,6.852356765,11,0,24,38
,-5.45061802,5.45061802,11,0,24,38
0,14.24392275,14.24392275,11,0,24,38
4,5.097768724,5.097768724,11,0,24,38
0,-0.988266087,0.988266087,11,0,24,38
0,-3.185317207,3.185317207,11,0,24,38
7,-9.171802855,9.171802855,11,0,24,38
0,3.627853339,3.627853339,11,0,24,38
0,-4.468862146,4.468862146,11,0,24,38
48,-3.849467219,3.849467219,11,0,24,38
0,1.921638293,1.921638293,11,0,24,38
0,-14.98245505,14.98245505,11,0,24,38
-50,2.355268426,2.355268426,11,0,24,38
0,4.713899413,4.713899413,11,0,24,38
0,-3.39409433,3.39409433,11,0,24,38
0,-3.668449599,3.668449599,11,0,24,38
0,4.328897107,4.328897107,11,0,24,38
0,9.470740291,9.470740291,11,0,24,38
99,0.952137712,0.952137712,11,0,24,38
99,-0.494396632,0.494396632,11,0,24,38
0,-8.52990381,8.52990381,11,0,24,38
-43,0.315393043,0.315393043,11,0,24,38
-99,-5.109571786,5.109571786,11,0,24,38
-52,4.932597334,4.932597334,11,0,24,38
-50,-6.345782058,6.345782058,11,0,24,38
-99,7.246560561,7.246560561,11,0,24,38
-99,-4.307849226,4.307849226,11,0,24,38
-99,2.38080899,2.38080899,11,0,24,38
-49,-2.753507124,2.753507124,11,0,24,38
0,10.55271808,10.55271808,11,0,24,38
-27,0.725996741,0.725996741,11,0,24,38
-37,-0.600375941,0.600375941,11,0,24,38
-92,-1.920269289,1.920269289,11,0,24,38
-19,0.876097296,0.876097296,11,0,24,38
-46,-2.944115943,2.944115943,11,0,24,38
-51,-2.068171323,2.068171323,11,0,24,38
-99,3.08361049,3.08361049,11,0,24,38
-50,3.800247252,3.800247252,11,0,24,38
99,6.57988832,6.57988832,11,0,24,38
24,0.678903853,0.678903853,11,0,24,38
0,6.117118885,6.117118885,11,0,24,38
-36,-0.060935548,0.060935548,11,0,24,38
99,6.855139674,6.855139674,11,0,24,38
-99,2.834418655,2.834418655,11,0,24,38
-99,-14.06481005,14.06481005,11,0,24,38
-53,1.374305408,1.374305408,11,0,24,38
21,-3.777732201,3.777732201,11,0,24,38
-49,5.726416812,5.726416812,11,0,24,38
-62,5.108644639,5.108644639,11,0,24,38
-70,-3.262312389,3.262312389,11,0,24,38
-46,8.334696666,8.334696666,11,0,24,38
99,-1.918023265,1.918023265,11,0,24,38
48,2.558625154,2.558625154,11,0,24,38
6,14.44819702,14.44819702,11,0,24,38
51,-9.808671555,9.808671555,11,0,24,38
-9,1.226352947,1.226352947,11,0,24,38
-99,-1.82235212,1.82235212,11,0,24,38
-47,1.41634051,1.41634051,11,0,24,38
-19,-1.406224445,1.406224445,11,0,24,38
-48,-3.116992041,3.116992041,11,0,24,38
-99,4.649491581,4.649491581,11,0,24,38
99,5.337205932,5.337205932,11,0,24,38
-15,-4.486248354,4.486248354,11,0,24,38
-46,0.105322703,0.105322703,11,0,24,38
-72,-1.267693437,1.267693437,11,0,24,38
-45,4.014464827,4.014464827,11,0,24,38
-34,-2.997271832,2.997271832,11,0,24,38
-47,3.873050426,3.873050426,11,0,24,38
-48,-4.442731298,4.442731298,11,0,24,38
-88,-11.17497366,11.17497366,11,0,24,38
48,3.924412788,3.924412788,11,0,24,38
-51,3.856524052,3.856524052,11,0,24,38
-51,2.00013645,2.00013645,11,0,24,38
99,8.099375823,8.099375823,11,0,24,38
0,-0.006568205,0.006568205,11,0,24,38
-48,-4.758088527,4.758088527,11,0,24,38
-46,0.103014052,0.103014052,11,0,24,38
-80,-2.448169229,2.448169229,11,0,24,38
-99,-3.511140455,3.511140455,11,0,24,38
0,-4.812139343,4.812139343,11,0,24,38
9,2.743818077,2.743818077,11,0,24,38
-49,-0.858677088,0.858677088,11,0,24,38
-1,-1.008111286,1.008111286,11,0,24,38
-50,-4.148098907,4.148098907,11,0,24,38
-99,-5.996543461,5.996543461,11,0,24,38
-48,-0.201739886,0.201739886,11,0,24,38
-99,-2.769454319,2.769454319,11,0,24,38
67,9.817868549,9.817868549,11,0,24,38
-48,1.574087689,1.574087689,11,0,24,38
99,6.29436401,6.29436401,11,0,24,38
-4,-6.504562627,6.504562627,11,0,24,38
12,-5.315751003,5.315751003,11,0,24,38
-27,5.708957064,5.708957064,11,0,24,38
-12,0.711804822,0.711804822,11,0,24,38
-49,2.466289447,2.466289447,11,0,24,38
-99,-10.60574623,10.60574623,11,0,24,38
41,4.848834013,4.848834013,11,0,24,38
99,-9.816694397,9.816694397,11,0,24,38
-99,5.725734218,5.725734218,11,0,24,38
-21,2.81403024,2.81403024,11,0,24,38
48,-7.495831614,7.495831614,11,0,24,38
-50,7.882309602,7.882309602,11,0,24,38
47,4.106929524,4.106929524,11,0,24,38
48,0.856481772,0.856481772,11,0,24,38
65,-5.852827426,5.852827426,11,0,24,38
30,-1.542730539,1.542730539,11,0,24,38
99,14.21705404,14.21705404,11,0,24,38
64,6.881567139,6.881567139,11,0,24,38
0,0.393058483,0.393058483,11,0,24,38
0,-0.058545907,0.058545907,11,0,24,38
0,0.43601575,0.43601575,11,0,24,38
50,1.622661033,1.622661033,11,0,24,38
22,-5.98090155,5.98090155,11,0,24,38
23,1.583349266,1.583349266,11,0,24,38
-11,1.909756817,1.909756817,11,0,24,38
-48,-10.605235,10.605235,11,0,24,38
-48,9.661915664,9.661915664,11,0,24,38
47,-5.155882685,5.155882685,11,0,24,38
52,2.794295301,2.794295301,11,0,24,38
49,0.897073246,0.897073246,11,0,24,38
-47,-6.369428655,6.369428655,11,0,24,38
-49,-5.958273803,5.958273803,11,0,24,38
99,-2.59760374,2.59760374,11,0,24,38
49,3.040857141,3.040857141,11,0,24,38
64,4.406522512,4.406522512,11,0,24,38
25,-8.063049107,8.063049107,11,0,24,38
50,-0.129492544,0.129492544,11,0,24,38
-47,2.998867865,2.998867865,11,0,24,38
56,-11.45820602,11.45820602,11,0,24,38
-49,-2.894131264,2.894131264,11,0,24,38
-49,2.971507903,2.971507903,11,0,24,38
-80,-0.166065493,0.166065493,11,0,24,38
53,12.65322092,12.65322092,11,0,24,38
51,5.573372802,5.573372802,11,0,24,38
-49,0.803531754,0.803531754,11,0,24,38
99,4.386840935,4.386840935,11,0,24,38
50,4.003336019,4.003336019,11,0,24,38
80,-7.259157722,7.259157722,11,0,24,38
-46,-11.27358582,11.27358582,11,0,24,38
50,-3.432748889,3.432748889,11,0,24,38
-99,3.049300076,3.049300076,11,0,24,38
-49,-7.619816143,7.619816143,11,0,24,38
99,5.925440118,5.925440118,11,0,24,38
0,1.522683134,1.522683134,11,0,24,38
-48,-2.933213206,2.933213206,11,0,24,38
-48,0.020816463,0.020816463,11,0,24,38
0,12.45966459,12.45966459,11,0,24,38
99,-1.94005784,1.94005784,11,0,24,38
0,-12.55086365,12.55086365,11,0,24,38
0,5.795213634,5.795213634,11,0,24,38
-50,-4.599552837,4.599552837,11,0,24,38
0,0.670497698,0.670497698,11,0,24,38
24,-3.625462711,3.625462711,11,0,24,38
24,0.307186211,0.307186211,11,0,24,38
99,-8.280543579,8.280543579,11,0,24,38
50,5.644355471,5.644355471,11,0,24,38
48,-0.742964408,0.742964408,11,0,24,38
49,6.568552122,6.568552122,11,0,24,38
-49,-6.043878925,6.043878925,11,0,24,38
0,5.377149315,5.377149315,11,0,24,38
0,-5.055652935,5.055652935,11,0,24,38
-48,1.700223348,1.700223348,11,0,24,38
51,-0.450003141,0.450003141,11,0,24,38
50,-2.188010518,2.188010518,11,0,24,38
-48,0.961577462,0.961577462,11,0,24,38
48,-0.48857904,0.48857904,11,0,24,38
0,8.980752754,8.980752754,11,0,24,38
33,-0.920224626,0.920224626,11,0,24,38
57,0.2762626,0.2762626,11,0,24,38
47,-11.99407198,11.99407198,11,0,24,38
48,8.031301267,8.031301267,11,0,24,38
0,-8.875597273,8.875597273,11,0,24,38
-48,6.809992161,6.809992161,11,0,24,38
49,9.889185705,9.889185705,11,0,24,38
55,6.725896508,6.725896508,11,0,24,38
-1,-7.491298962,7.491298962,11,0,24,38
0,-0.662013059,0.662013059,11,0,24,38
48,2.992122975,2.992122975,11,0,24,38
52,1.774458071,1.774458071,11,0,24,38
99,3.686913177,3.686913177,11,0,24,38
0,5.98953702,5.98953702,11,0,24,38
48,-3.397228508,3.397228508,11,0,24,38
49,-7.371647361,7.371647361,11,0,24,38
37,5.759653791,5.759653791,11,0,24,38
0,0.551538597,0.551538597,11,0,24,38
54,-0.315664821,0.315664821,11,0,24,38
49,-11.69533092,11.69533092,11,0,24,38
48,7.556535782,7.556535782,11,0,24,38
99,7.470367089,7.470367089,11,0,24,38
50,-2.833562407,2.833562407,11,0,24,38
0,-3.955192276,3.955192276,11,0,24,38
99,-1.373132772,1.373132772,11,0,24,38
99,1.42199692,1.42199692,11,0,24,38
0,12.1975996,12.1975996,12,0,33,33
0,-0.263394911,0.263394911,12,0,33,33
1,-3.854618556,3.854618556,12,0,33,33
-47,-12.66158335,12.66158335,12,0,33,33
0,3.352683293,3.352683293,12,0,33,33
0,-4.377799679,4.377799679,12,0,33,33
0,-6.154186827,6.154186827,12,0,33,33
0,3.375370997,3.375370997,12,0,33,33
0,5.446194993,5.446194993,12,0,33,33
0,4.176651977,4.176651977,12,0,33,33
0,-11.14336673,11.14336673,12,0,33,33
0,-0.452248345,0.452248345,12,0,33,33
0,1.745361751,1.745361751,12,0,33,33
0,-3.152839184,3.152839184,12,0,33,33
0,5.625210621,5.625210621,12,0,33,33
0,5.423859971,5.423859971,12,0,33,33
0,-5.08454409,5.08454409,12,0,33,33
0,2.172673237,2.172673237,12,0,33,33
0,0.98315565,0.98315565,12,0,33,33
0,-4.977223878,4.977223878,12,0,33,33
0,-4.73013339,4.73013339,12,0,33,33
-1,-1.520424918,1.520424918,12,0,33,33
0,5.142235233,5.142235233,12,0,33,33
0,-6.771855283,6.771855283,12,0,33,33
0,2.381522488,2.381522488,12,0,33,33
0,7.732908591,7.732908591,12,0,33,33
0,-2.346791991,2.346791991,12,0,33,33
-1,2.390564011,2.390564011,12,0,33,33
0,-0.618442657,0.618442657,12,0,33,33
,12.07807164,12.07807164,12,0,33,33
0,-4.62131834,4.62131834,12,0,33,33
-1,-2.794571464,2.794571464,12,0,33,33
0,0.660171195,0.660171195,12,0,33,33
0,0.783994076,0.783994076,12,0,33,33
0,-2.644844443,2.644844443,12,0,33,33
0,11.02931389,11.02931389,12,0,33,33
0,7.769590763,7.769590763,12,0,33,33
1,-2.252555177,2.252555177,12,0,33,33
0,-0.4865266,0.4865266,12,0,33,33
0,-5.165746182,5.165746182,12,0,33,33
0,7.104568333,7.104568333,12,0,33,33
1,0.55895617,0.55895617,12,0,33,33
0,1.65457982,1.65457982,12,0,33,33
0,-8.865819828,8.865819828,12,0,33,33
1,-1.778329946,1.778329946,12,0,33,33
0,-7.490428128,7.490428128,12,0,33,33
0,-2.40046183,2.40046183,12,0,33,33
0,6.488825914,6.488825914,12,0,33,33
1,-1.64396811,1.64396811,12,0,33,33
0,-1.740627162,1.740627162,12,0,33,33
0,8.83927651,8.83927651,12,0,33,33
0,-0.191438343,0.191438343,12,0,33,33
0,-4.127834697,4.127834697,12,0,33,33
0,5.863567263,5.863567263,12,0,33,33
0,3.616550549,3.616550549,12,0,33,33
0,-5.572609521,5.572609521,12,0,33,33
1,2.204664751,2.204664751,12,0,33,33
0,6.053252817,6.053252817,12,0,33,33
0,1.131993965,1.131993965,12,0,33,33
0,-0.669379333,0.669379333,12,0,33,33
0,-3.19974399,3.19974399,12,0,33,33
0,-3.122222888,3.122222888,12,0,33,33
1,4.555075012,4.555075012,12,0,33,33
,-0.148673645,0.148673645,12,0,33,33
0,-13.82756907,13.82756907,12,0,33,33
0,0.09076348,0.09076348,12,0,33,33
0,2.896846845,2.896846845,12,0,33,33
,8.406707667,8.406707667,12,0,33,33
0,-2.814677639,2.814677639,12,0,33,33
2,-13.60750582,13.60750582,12,0,33,33
0,-5.67802755,5.67802755,12,0,33,33
0,-3.164202444,3.164202444,12,0,33,33
0,-1.049684047,1.049684047,12,0,33,33
0,-3.246537338,3.246537338,12,0,33,33
0,11.64043291,11.64043291,12,0,33,33
1,-1.266581419,1.266581419,12,0,33,33
-2,-1.768915812,1.768915812,12,0,33,33
0,5.480048072,5.480048072,12,0,33,33
0,0.773247497,0.773247497,12,0,33,33
0,9.334430339,9.334430339,12,0,33,33
1,-9.613384128,9.613384128,12,0,33,33
0,1.407957816,1.407957816,12,0,33,33
0,-2.920267886,2.920267886,12,0,33,33
0,1.932647245,1.932647245,12,0,33,33
-1,-7.653967052,7.653967052,12,0,33,33
1,-6.67658617,6.67658617,12,0,33,33
0,7.861651379,7.861651379,12,0,33,33
0,1.028587501,1.028587501,12,0,33,33
2,-5.69580079,5.69580079,12,0,33,33
2,4.260810065,4.260810065,12,0,33,33
-1,-4.218957465,4.218957465,12,0,33,33
0,2.305760397,2.305760397,12,0,33,33
0,-1.039584036,1.039584036,12,0,33,33
0,10.63995002,10.63995002,12,0,33,33
-1,-6.141595812,6.141595812,12,0,33,33
0,-3.223614099,3.223614099,12,0,33,33
-1,10.66922191,10.66922191,12,0,33,33
0,-6.334391134,6.334391134,12,0,33,33
0,3.931951552,3.931951552,12,0,33,33
0,-5.008109313,5.008109313,12,0,33,33
0,-1.069819824,1.069819824,12,0,33,33
0,-6.775658164,6.775658164,12,0,33,33
0,5.30503651,5.30503651,12,0,33,33
0,1.834923663,1.834923663,12,0,33,33
0,3.446001859,3.446001859,12,0,33,33
0,2.387398909,2.387398909,12,0,33,33
0,8.785392295,8.785392295,12,0,33,33
0,-3.368814326,3.368814326,12,0,33,33
0,-1.294682696,1.294682696,12,0,33,33
0,-1.955320654,1.955320654,12,0,33,33
0,2.285657912,2.285657912,12,0,33,33
0,3.169181252,3.169181252,12,0,33,33
0,-0.226774561,0.226774561,12,0,33,33
0,-7.050843356,7.050843356,12,0,33,33
0,1.447229548,1.447229548,12,0,33,33
0,3.8749092,3.8749092,12,0,33,33
0,0.034681348,0.034681348,12,0,33,33
0,-2.784613094,2.784613094,12,0,33,33
0,-6.958811659,6.958811659,12,0,33,33
0,-10.39331086,10.39331086,12,0,33,33
0,8.982134217,8.982134217,12,0,33,33
0,-3.985940341,3.985940341,12,0,33,33
0,-9.186355998,9.186355998,12,0,33,33
0,0.829607911,0.829607911,12,0,33,33
0,-2.910672711,2.910672711,12,0,33,33
0,0.72429156,0.72429156,12,0,33,33
0,7.982258729,7.982258729,12,0,33,33
-1,-0.3258287,0.3258287,12,0,33,33
0,2.880563276,2.880563276,12,0,33,33
0,3.213899868,3.213899868,12,0,33,33
0,4.537789677,4.537789677,12,0,33,33
0,1.976212664,1.976212664,12,0,33,33
0,-1.926436363,1.926436363,12,0,33,33
0,2.330529569,2.330529569,12,0,33,33
-1,1.672365072,1.672365072,12,0,33,33
0,-7.754555344,7.754555344,12,0,33,33
0,-3.688049096,3.688049096,12,0,33,33
-2,1.834095753,1.834095753,12,0,33,33
0,-0.667285195,0.667285195,12,0,33,33
0,-0.031736844,0.031736844,12,0,33,33
0,0.893772558,0.893772558,12,0,33,33
0,-5.017139413,5.017139413,12,0,33,33
0,5.213053943,5.213053943,12,0,33,33
0,-3.513916959,3.513916959,12,0,33,33
0,-8.922060298,8.922060298,12,0,33,33
-1,5.459437052,5.459437052,12,0,33,33
0,1.846283441,1.846283441,12,0,33,33
0,-1.033293693,1.033293693,12,0,33,33
0,3.358907716,3.358907716,12,0,33,33
0,5.580285666,5.580285666,12,0,33,33
0,-1.055383275,1.055383275,12,0,33,33
0,-12.60959836,12.60959836,12,0,33,33
0,-0.580525272,0.580525272,12,0,33,33
0,1.43601729,1.43601729,12,0,33,33
0,1.001565037,1.001565037,12,0,33,33
0,3.58956977,3.58956977,12,0,33,33
0,-1.623140559,1.623140559,12,0,33,33
0,-7.956292669,7.956292669,12,0,33,33
0,10.0830478,10.0830478,12,0,33,33
0,5.324435877,5.324435877,12,0,33,33
-1,7.216540169,7.216540169,12,0,33,33
0,-1.381168404,1.381168404,12,0,33,33
0,7.367998723,7.367998723,12,0,33,33
0,0.804839602,0.804839602,12,0,33,33
0,-0.706701497,0.706701497,12,0,33,33
0,4.872159927,4.872159927,12,0,33,33
0,-8.299486166,8.299486166,12,0,33,33
0,-2.437230834,2.437230834,12,0,33,33
0,-9.099019932,9.099019932,12,0,33,33
-1,2.005171769,2.005171769,12,0,33,33
-1,2.922771342,2.922771342,12,0,33,33
1,-3.605340546,3.605340546,12,0,33,33
-1,-1.836124342,1.836124342,12,0,33,33
0,5.292662068,5.292662068,12,0,33,33
0,-5.947404663,5.947404663,12,0,33,33
0,1.716092417,1.716092417,12,0,33,33
0,-5.294224543,5.294224543,12,0,33,33
0,-2.66522804,2.66522804,12,0,33,33
0,5.121990006,5.121990006,12,0,33,33
-1,6.677982602,6.677982602,12,0,33,33
0,4.421062133,4.421062133,12,0,33,33
0,3.86135269,3.86135269,12,0,33,33
