wtp,vMC,aMC,subj,gender,age,ChangeAnxiety,group
0,-0.759812195,0.759812195,12,1,22,-3,0
0,-1.86386822,1.86386822,12,1,22,-3,0
0,1.083758952,1.083758952,12,1,22,-3,0
1,9.517396464,9.517396464,12,1,22,-3,0
0,-11.23121148,11.23121148,12,1,22,-3,0
0,4.667251681,4.667251681,12,1,22,-3,0
0,4.451609926,4.451609926,12,1,22,-3,0
0,1.431594962,1.431594962,12,1,22,-3,0
0,-6.898236854,6.898236854,12,1,22,-3,0
1,3.831050151,3.831050151,12,1,22,-3,0
0,-7.321815719,7.321815719,12,1,22,-3,0
1,5.498098538,5.498098538,12,1,22,-3,0
0,-7.503587837,7.503587837,12,1,22,-3,0
1,5.487763022,5.487763022,12,1,22,-3,0
0,0.233368129,0.233368129,12,1,22,-3,0
0,-0.382376464,0.382376464,12,1,22,-3,0
0,-6.04556816,6.04556816,12,1,22,-3,0
1,-0.3279156,0.3279156,12,1,22,-3,0
-1,5.1443815,5.1443815,12,1,22,-3,0
0,-4.925633623,4.925633623,12,1,22,-3,0
0,8.539499235,8.539499235,12,1,22,-3,0
0,-2.879579668,2.879579668,12,1,22,-3,0
0,-3.771297824,3.771297824,12,1,22,-3,0
0,0.96248344,0.96248344,12,1,22,-3,0
0,3.529910878,3.529910878,12,1,22,-3,0
1,-1.73417398,1.73417398,12,1,22,-3,0
0,1.52828037,1.52828037,12,1,22,-3,0
0,10.00212578,10.00212578,12,1,22,-3,0
0,1.4280134,1.4280134,12,1,22,-3,0
0,-10.50181703,10.50181703,12,1,22,-3,0
0,-4.601426666,4.601426666,12,1,22,-3,0
0,4.720642993,4.720642993,12,1,22,-3,0
-1,11.0902973,11.0902973,12,1,22,-3,0
0,8.609702318,8.609702318,12,1,22,-3,0
0,2.521801691,2.521801691,12,1,22,-3,0
0,-5.867667909,5.867667909,12,1,22,-3,0
0,0.382877338,0.382877338,12,1,22,-3,0
-1,-12.22985338,12.22985338,12,1,22,-3,0
0,2.186196583,2.186196583,12,1,22,-3,0
0,4.073774526,4.073774526,12,1,22,-3,0
0,2.195597539,2.195597539,12,1,22,-3,0
0,-1.441781037,1.441781037,12,1,22,-3,0
0,-10.59675969,10.59675969,12,1,22,-3,0
,3.251402893,3.251402893,13,1,21,4,1
0,4.734848524,4.734848524,13,1,21,4,1
15,6.12666341,6.12666341,13,1,21,4,1
8,-5.173320831,5.173320831,13,1,21,4,1
-10,-5.330317999,5.330317999,13,1,21,4,1
1,0.365269325,0.365269325,13,1,21,4,1
4,-1.82542709,1.82542709,13,1,21,4,1
17,-7.722204291,7.722204291,13,1,21,4,1
9,-7.664817916,7.664817916,13,1,21,4,1
1,10.72356783,10.72356783,13,1,21,4,1
10,-10.5257368,10.5257368,13,1,21,4,1
-3,1.797393968,1.797393968,13,1,21,4,1
0,7.288081768,7.288081768,13,1,21,4,1
13,5.167051944,5.167051944,13,1,21,4,1
12,11.36230223,11.36230223,13,1,21,4,1
,-2.549771934,2.549771934,13,1,21,4,1
12,-1.976341463,1.976341463,13,1,21,4,1
0,-1.13278458,1.13278458,13,1,21,4,1
0,-10.58318076,10.58318076,13,1,21,4,1
-10,-1.971346191,1.971346191,13,1,21,4,1
18,13.08851369,13.08851369,13,1,21,4,1
0,7.60972105,7.60972105,13,1,21,4,1
5,-0.644060503,0.644060503,13,1,21,4,1
-15,-6.669536149,6.669536149,13,1,21,4,1
9,-8.655610282,8.655610282,13,1,21,4,1
-14,-4.260120664,4.260120664,13,1,21,4,1
10,1.971506514,1.971506514,13,1,21,4,1
21,-2.758081069,2.758081069,13,1,21,4,1
0,-3.613385812,3.613385812,13,1,21,4,1
-3,1.735575492,1.735575492,13,1,21,4,1
-3,-5.963427085,5.963427085,13,1,21,4,1
7,5.074268537,5.074268537,13,1,21,4,1
11,-3.446766044,3.446766044,13,1,21,4,1
7,2.7365837,2.7365837,13,1,21,4,1
0,0.843717382,0.843717382,13,1,21,4,1
13,-2.428689634,2.428689634,13,1,21,4,1
0,-1.942679619,1.942679619,13,1,21,4,1
1,0.257415654,0.257415654,13,1,21,4,1
4,-0.43789916,0.43789916,13,1,21,4,1
5,1.395133449,1.395133449,13,1,21,4,1
1,-3.559884356,3.559884356,13,1,21,4,1
13,6.645624047,6.645624047,13,1,21,4,1
0,-2.534288471,2.534288471,13,1,21,4,1
4,2.766437553,2.766437553,13,1,21,4,1
17,5.776351402,5.776351402,13,1,21,4,1
13,6.966426157,6.966426157,13,1,21,4,1
9,-0.217733532,0.217733532,13,1,21,4,1
-6,-2.804202915,2.804202915,13,1,21,4,1
12,3.713140349,3.713140349,13,1,21,4,1
27,12.72980064,12.72980064,13,1,21,4,1
8,-7.454062943,7.454062943,13,1,21,4,1
21,-8.732938677,8.732938677,13,1,21,4,1
16,2.123177548,2.123177548,13,1,21,4,1
15,2.205126901,2.205126901,13,1,21,4,1
-1,-1.151640239,1.151640239,13,1,21,4,1
14,4.495143324,4.495143324,13,1,21,4,1
11,3.634632595,3.634632595,13,1,21,4,1
20,-1.94660715,1.94660715,13,1,21,4,1
-9,4.54208348,4.54208348,13,1,21,4,1
9,-2.411294403,2.411294403,13,1,21,4,1
0,-1.836071039,1.836071039,13,1,21,4,1
0,1.353682054,1.353682054,13,1,21,4,1
-3,1.60938233,1.60938233,13,1,21,4,1
11,-2.909741656,2.909741656,13,1,21,4,1
,1.331854328,1.331854328,13,1,21,4,1
8,2.016921326,2.016921326,13,1,21,4,1
3,2.418501399,2.418501399,13,1,21,4,1
10,2.950317702,2.950317702,13,1,21,4,1
-1,-1.379447032,1.379447032,13,1,21,4,1
3,-3.97163696,3.97163696,13,1,21,4,1
2,2.039522242,2.039522242,13,1,21,4,1
-12,-5.318836004,5.318836004,13,1,21,4,1
6,4.606042071,4.606042071,13,1,21,4,1
0,3.227307495,3.227307495,13,1,21,4,1
4,2.325447154,2.325447154,13,1,21,4,1
-1,-7.010212059,7.010212059,13,1,21,4,1
5,6.669831158,6.669831158,13,1,21,4,1
8,-7.842800456,7.842800456,13,1,21,4,1
-12,-13.27186434,13.27186434,13,1,21,4,1
-1,5.268966144,5.268966144,13,1,21,4,1
6,5.899145149,5.899145149,13,1,21,4,1
0,-0.037038823,0.037038823,13,1,21,4,1
1,-1.39208976,1.39208976,13,1,21,4,1
0,2.014683998,2.014683998,13,1,21,4,1
1,0.844894296,0.844894296,13,1,21,4,1
3,1.120521978,1.120521978,13,1,21,4,1
3,-2.789773061,2.789773061,13,1,21,4,1
8,6.458869158,6.458869158,13,1,21,4,1
-3,-0.339378199,0.339378199,13,1,21,4,1
0,-2.333031291,2.333031291,13,1,21,4,1
-3,3.415358514,3.415358514,13,1,21,4,1
6,4.979212775,4.979212775,13,1,21,4,1
10,-4.148703825,4.148703825,13,1,21,4,1
0,-3.18117202,3.18117202,13,1,21,4,1
1,-0.947012351,0.947012351,13,1,21,4,1
-12,2.46957491,2.46957491,13,1,21,4,1
15,-8.278554484,8.278554484,13,1,21,4,1
0,-0.676620794,0.676620794,13,1,21,4,1
-1,2.148920143,2.148920143,13,1,21,4,1
10,9.173121912,9.173121912,13,1,21,4,1
3,-0.720029577,0.720029577,13,1,21,4,1
3,-6.262535958,6.262535958,13,1,21,4,1
7,5.590640847,5.590640847,13,1,21,4,1
7,-9.729489934,9.729489934,13,1,21,4,1
6,7.927959021,7.927959021,13,1,21,4,1
-6,4.319372154,4.319372154,13,1,21,4,1
6,5.034405522,5.034405522,13,1,21,4,1
5,-13.79943412,13.79943412,13,1,21,4,1
0,3.724326276,3.724326276,13,1,21,4,1
9,-3.968894489,3.968894489,13,1,21,4,1
3,11.60488308,11.60488308,13,1,21,4,1
8,3.032509494,3.032509494,13,1,21,4,1
7,-5.22782865,5.22782865,13,1,21,4,1
6,-4.193414356,4.193414356,13,1,21,4,1
5,-9.028592017,9.028592017,13,1,21,4,1
9,6.32139901,6.32139901,13,1,21,4,1
19,4.081242513,4.081242513,13,1,21,4,1
0,-2.281466004,2.281466004,13,1,21,4,1
0,-0.922604473,0.922604473,13,1,21,4,1
12,13.16285094,13.16285094,13,1,21,4,1
-1,-2.491476292,2.491476292,13,1,21,4,1
0,3.948149163,3.948149163,13,1,21,4,1
3,2.994390085,2.994390085,13,1,21,4,1
1,-11.48588011,11.48588011,13,1,21,4,1
7,-2.9804652,2.9804652,13,1,21,4,1
-6,-8.13185484,8.13185484,13,1,21,4,1
-6,-4.993803196,4.993803196,13,1,21,4,1
0,-0.163527338,0.163527338,13,1,21,4,1
-1,2.038370817,2.038370817,13,1,21,4,1
0,0.204644484,0.204644484,13,1,21,4,1
10,11.29985875,11.29985875,13,1,21,4,1
13,7.874496641,7.874496641,13,1,21,4,1
9,-4.12002759,4.12002759,13,1,21,4,1
-1,3.772688184,3.772688184,13,1,21,4,1
6,5.880950484,5.880950484,13,1,21,4,1
5,3.134508939,3.134508939,13,1,21,4,1
0,-3.265693829,3.265693829,13,1,21,4,1
3,-0.359886741,0.359886741,13,1,21,4,1
4,-6.080952377,6.080952377,13,1,21,4,1
1,-2.687267563,2.687267563,13,1,21,4,1
4,0.052406489,0.052406489,13,1,21,4,1
5,-4.02377999,4.02377999,13,1,21,4,1
-4,-1.624083919,1.624083919,13,1,21,4,1
1,-2.969553537,2.969553537,13,1,21,4,1
-9,-2.890441456,2.890441456,13,1,21,4,1
5,8.270365386,8.270365386,13,1,21,4,1
1,-8.688606801,8.688606801,13,1,21,4,1
2,-1.654288656,1.654288656,13,1,21,4,1
8,11.45992311,11.45992311,13,1,21,4,1
8,5.476484716,5.476484716,13,1,21,4,1
3,3.6900451,3.6900451,13,1,21,4,1
2,4.967464052,4.967464052,13,1,21,4,1
-3,-3.839482402,3.839482402,13,1,21,4,1
0,-4.048249373,4.048249373,13,1,21,4,1
3,2.145119016,2.145119016,13,1,21,4,1
-5,-13.68235507,13.68235507,13,1,21,4,1
5,-5.211451986,5.211451986,13,1,21,4,1
10,8.271820829,8.271820829,13,1,21,4,1
0,-2.319095451,2.319095451,13,1,21,4,1
9,-5.68405117,5.68405117,13,1,21,4,1
0,3.852454871,3.852454871,13,1,21,4,1
2,6.52531611,6.52531611,13,1,21,4,1
4,5.447112814,5.447112814,13,1,21,4,1
-4,-0.435621055,0.435621055,13,1,21,4,1
7,-5.052149744,5.052149744,13,1,21,4,1
19,-10.68701001,10.68701001,13,1,21,4,1
1,2.934222568,2.934222568,13,1,21,4,1
0,5.844492861,5.844492861,13,1,21,4,1
4,9.972223485,9.972223485,13,1,21,4,1
1,0.533797076,0.533797076,13,1,21,4,1
5,4.468931767,4.468931767,13,1,21,4,1
6,-5.83058797,5.83058797,13,1,21,4,1
5,-2.508018676,2.508018676,13,1,21,4,1
14,-0.044013375,0.044013375,13,1,21,4,1
5,0.010738927,0.010738927,13,1,21,4,1
5,5.882960958,5.882960958,13,1,21,4,1
7,7.380783313,7.380783313,13,1,21,4,1
9,5.312004606,5.312004606,13,1,21,4,1
14,-8.368388675,8.368388675,13,1,21,4,1
-1,-11.69828402,11.69828402,13,1,21,4,1
6,0.794141991,0.794141991,13,1,21,4,1
7,6.925342836,6.925342836,13,1,21,4,1
0,1.467887677,1.467887677,13,1,21,4,1
3,5.574197636,5.574197636,13,1,21,4,1
8,0.842934444,0.842934444,13,1,21,4,1
1,-0.348036747,0.348036747,13,1,21,4,1
0,4.357641491,4.357641491,13,1,21,4,1
6,-4.254034344,4.254034344,13,1,21,4,1
3,3.566841549,3.566841549,13,1,21,4,1
8,-3.538549912,3.538549912,13,1,21,4,1
1,-3.29939743,3.29939743,13,1,21,4,1
3,-9.730148919,9.730148919,13,1,21,4,1
2,0.882567885,0.882567885,13,1,21,4,1
1,-5.387887975,5.387887975,13,1,21,4,1
1,6.584146547,6.584146547,13,1,21,4,1
1,-10.19109224,10.19109224,13,1,21,4,1
3,0.311940552,0.311940552,13,1,21,4,1
5,3.099355288,3.099355288,13,1,21,4,1
7,-0.824079861,0.824079861,13,1,21,4,1
2,6.370277367,6.370277367,13,1,21,4,1
99,-3.184180038,3.184180038,14,1,30,11,1
99,11.38180969,11.38180969,14,1,30,11,1
,-5.16674714,5.16674714,14,1,30,11,1
,-1.740329953,1.740329953,14,1,30,11,1
99,-5.394885608,5.394885608,14,1,30,11,1
60,3.598472984,3.598472984,14,1,30,11,1
30,-4.08457161,4.08457161,14,1,30,11,1
-48,-3.955859681,3.955859681,14,1,30,11,1
75,0.996997331,0.996997331,14,1,30,11,1
40,-5.337197458,5.337197458,14,1,30,11,1
0,-3.802448133,3.802448133,14,1,30,11,1
2,7.824102285,7.824102285,14,1,30,11,1
20,-6.546505479,6.546505479,14,1,30,11,1
3,4.99226626,4.99226626,14,1,30,11,1
0,2.594632657,2.594632657,14,1,30,11,1
-1,2.281477083,2.281477083,14,1,30,11,1
0,13.30028999,13.30028999,14,1,30,11,1
-1,1.616835098,1.616835098,14,1,30,11,1
1,-3.837848835,3.837848835,14,1,30,11,1
,-2.818371926,2.818371926,14,1,30,11,1
84,4.557125939,4.557125939,14,1,30,11,1
99,-6.264931326,6.264931326,14,1,30,11,1
76,-8.534097467,8.534097467,14,1,30,11,1
84,3.294800362,3.294800362,14,1,30,11,1
82,-7.482545787,7.482545787,14,1,30,11,1
89,8.052373843,8.052373843,14,1,30,11,1
-57,-4.657956084,4.657956084,14,1,30,11,1
0,-2.77848923,2.77848923,14,1,30,11,1
0,-1.216126122,1.216126122,14,1,30,11,1
89,-1.935300521,1.935300521,14,1,30,11,1
80,5.39301638,5.39301638,14,1,30,11,1
85,-4.796696325,4.796696325,14,1,30,11,1
94,-1.996935386,1.996935386,14,1,30,11,1
89,10.6393007,10.6393007,14,1,30,11,1
10,-4.807087554,4.807087554,14,1,30,11,1
1,10.43814544,10.43814544,14,1,30,11,1
0,-1.396146583,1.396146583,14,1,30,11,1
99,18.47359286,18.47359286,14,1,30,11,1
6,-1.686037825,1.686037825,14,1,30,11,1
18,0.675844914,0.675844914,14,1,30,11,1
12,-10.90909815,10.90909815,14,1,30,11,1
28,4.775860775,4.775860775,14,1,30,11,1
7,-4.34309884,4.34309884,14,1,30,11,1
-1,-4.365467599,4.365467599,14,1,30,11,1
4,-0.554401725,0.554401725,14,1,30,11,1
0,3.749780601,3.749780601,14,1,30,11,1
61,-7.261353174,7.261353174,14,1,30,11,1
2,-0.644158819,0.644158819,14,1,30,11,1
2,0.538057638,0.538057638,14,1,30,11,1
52,3.441863372,3.441863372,14,1,30,11,1
9,6.162977212,6.162977212,14,1,30,11,1
4,1.519862319,1.519862319,14,1,30,11,1
1,0.984359522,0.984359522,14,1,30,11,1
5,-8.257687665,8.257687665,14,1,30,11,1
6,2.624375109,2.624375109,14,1,30,11,1
4,2.49420023,2.49420023,14,1,30,11,1
5,1.747642104,1.747642104,14,1,30,11,1
0,0.599651777,0.599651777,14,1,30,11,1
99,9.624840683,9.624840683,14,1,30,11,1
1,-3.548883226,3.548883226,14,1,30,11,1
0,-2.915800562,2.915800562,14,1,30,11,1
-1,-4.202808723,4.202808723,14,1,30,11,1
-1,3.957926274,3.957926274,14,1,30,11,1
6,-8.721433748,8.721433748,14,1,30,11,1
3,3.765920016,3.765920016,14,1,30,11,1
0,-3.464405671,3.464405671,14,1,30,11,1
3,3.573596876,3.573596876,14,1,30,11,1
4,8.461369788,8.461369788,14,1,30,11,1
6,-0.071955531,0.071955531,14,1,30,11,1
4,-10.49492569,10.49492569,14,1,30,11,1
3,-0.011612992,0.011612992,14,1,30,11,1
-2,-0.771429833,0.771429833,14,1,30,11,1
4,-1.34416556,1.34416556,14,1,30,11,1
0,-0.95438867,0.95438867,14,1,30,11,1
-1,-1.468479677,1.468479677,14,1,30,11,1
0,3.197926843,3.197926843,14,1,30,11,1
0,0.263423834,0.263423834,14,1,30,11,1
6,-4.436792694,4.436792694,14,1,30,11,1
1,4.687709467,4.687709467,14,1,30,11,1
3,-2.178911022,2.178911022,14,1,30,11,1
0,-4.927472709,4.927472709,14,1,30,11,1
4,2.364550394,2.364550394,14,1,30,11,1
0,8.545624449,8.545624449,14,1,30,11,1
2,0.342941429,0.342941429,14,1,30,11,1
99,1.484631756,1.484631756,14,1,30,11,1
1,-0.139958721,0.139958721,14,1,30,11,1
1,2.536166809,2.536166809,14,1,30,11,1
4,1.602058756,1.602058756,14,1,30,11,1
1,-0.726245459,0.726245459,14,1,30,11,1
-2,5.867949728,5.867949728,14,1,30,11,1
0,-2.353668176,2.353668176,14,1,30,11,1
99,-12.21905651,12.21905651,14,1,30,11,1
1,2.961607035,2.961607035,14,1,30,11,1
1,4.016290474,4.016290474,14,1,30,11,1
4,1.92153135,1.92153135,14,1,30,11,1
0,4.888411358,4.888411358,14,1,30,11,1
-2,-3.866589666,3.866589666,14,1,30,11,1
1,0.866612904,0.866612904,14,1,30,11,1
0,2.880269984,2.880269984,14,1,30,11,1
48,-9.786967206,9.786967206,14,1,30,11,1
59,-9.32137861,9.32137861,14,1,30,11,1
34,9.124368283,9.124368283,14,1,30,11,1
0,2.69761843,2.69761843,14,1,30,11,1
2,3.220928463,3.220928463,14,1,30,11,1
0,2.068440071,2.068440071,14,1,30,11,1
7,4.514253923,4.514253923,14,1,30,11,1
8,-3.514858693,3.514858693,14,1,30,11,1
-3,-0.181141708,0.181141708,14,1,30,11,1
83,8.87757975,8.87757975,14,1,30,11,1
0,-2.670930626,2.670930626,14,1,30,11,1
2,-3.997393704,3.997393704,14,1,30,11,1
3,-15.02116397,15.02116397,14,1,30,11,1
2,1.298960333,1.298960333,14,1,30,11,1
-1,-1.140850827,1.140850827,14,1,30,11,1
-2,1.47974387,1.47974387,14,1,30,11,1
1,-2.998602317,2.998602317,14,1,30,11,1
2,-1.199317987,1.199317987,14,1,30,11,1
3,-0.072302897,0.072302897,14,1,30,11,1
0,-7.092541126,7.092541126,14,1,30,11,1
-8,5.667536643,5.667536643,14,1,30,11,1
-4,-9.471177392,9.471177392,14,1,30,11,1
0,4.328845649,4.328845649,14,1,30,11,1
-2,5.988260066,5.988260066,14,1,30,11,1
0,5.251657795,5.251657795,14,1,30,11,1
0,-6.340232935,6.340232935,14,1,30,11,1
0,2.744318522,2.744318522,14,1,30,11,1
0,5.121156609,5.121156609,14,1,30,11,1
99,10.93258718,10.93258718,14,1,30,11,1
5,-5.552525631,5.552525631,14,1,30,11,1
4,-5.455272328,5.455272328,14,1,30,11,1
4,6.137096693,6.137096693,14,1,30,11,1
55,2.89063993,2.89063993,14,1,30,11,1
99,6.356084265,6.356084265,14,1,30,11,1
5,-1.521838789,1.521838789,14,1,30,11,1
0,0.869394438,0.869394438,14,1,30,11,1
3,-10.0561637,10.0561637,14,1,30,11,1
1,-3.931344528,3.931344528,14,1,30,11,1
0,-3.395507427,3.395507427,14,1,30,11,1
0,0.404581564,0.404581564,14,1,30,11,1
2,0.689045324,0.689045324,14,1,30,11,1
99,5.643320872,5.643320872,14,1,30,11,1
0,2.255955751,2.255955751,14,1,30,11,1
1,-14.56750142,14.56750142,14,1,30,11,1
51,-8.64128429,8.64128429,14,1,30,11,1
-1,1.81035368,1.81035368,14,1,30,11,1
2,12.45814172,12.45814172,14,1,30,11,1
1,1.029998072,1.029998072,14,1,30,11,1
2,10.34034893,10.34034893,14,1,30,11,1
1,-4.729272582,4.729272582,14,1,30,11,1
2,14.12790108,14.12790108,14,1,30,11,1
8,9.656859619,9.656859619,14,1,30,11,1
50,1.550232977,1.550232977,14,1,30,11,1
99,5.753920405,5.753920405,14,1,30,11,1
53,0.435235482,0.435235482,14,1,30,11,1
9,0.154055265,0.154055265,14,1,30,11,1
2,-2.600325053,2.600325053,14,1,30,11,1
1,-4.716211286,4.716211286,14,1,30,11,1
10,-7.873295582,7.873295582,14,1,30,11,1
1,6.720422955,6.720422955,14,1,30,11,1
3,-3.350366748,3.350366748,14,1,30,11,1
3,-0.549636865,0.549636865,14,1,30,11,1
0,-2.425238662,2.425238662,14,1,30,11,1
2,-10.13106133,10.13106133,14,1,30,11,1
5,1.817113506,1.817113506,14,1,30,11,1
0,-2.285485516,2.285485516,14,1,30,11,1
1,10.75169251,10.75169251,14,1,30,11,1
0,-1.539694256,1.539694256,14,1,30,11,1
0,0.739520123,0.739520123,14,1,30,11,1
1,2.965566472,2.965566472,14,1,30,11,1
4,7.327130289,7.327130289,14,1,30,11,1
5,0.083075873,0.083075873,14,1,30,11,1
1,2.830853858,2.830853858,14,1,30,11,1
3,-6.937293519,6.937293519,14,1,30,11,1
2,-5.045127672,5.045127672,14,1,30,11,1
1,-7.188547177,7.188547177,14,1,30,11,1
0,-5.198432945,5.198432945,14,1,30,11,1
1,14.24960912,14.24960912,14,1,30,11,1
2,0.696491607,0.696491607,14,1,30,11,1
5,-16.03536441,16.03536441,14,1,30,11,1
0,-0.055658652,0.055658652,14,1,30,11,1
1,0.200056529,0.200056529,14,1,30,11,1
-1,2.9170198,2.9170198,14,1,30,11,1
0,-2.536664666,2.536664666,14,1,30,11,1
0,-4.441239176,4.441239176,14,1,30,11,1
1,2.891255583,2.891255583,14,1,30,11,1
0,3.785891877,3.785891877,14,1,30,11,1
0,2.839917963,2.839917963,14,1,30,11,1
2,1.875106495,1.875106495,14,1,30,11,1
-4,2.111665145,2.111665145,14,1,30,11,1
99,13.60005206,13.60005206,14,1,30,11,1
23,-9.128403218,9.128403218,14,1,30,11,1
16,-0.156956736,0.156956736,14,1,30,11,1
2,6.310183223,6.310183223,14,1,30,11,1
1,-8.20037874,8.20037874,14,1,30,11,1
0,-6.890398488,6.890398488,14,1,30,11,1
1,-4.33275892,4.33275892,14,1,30,11,1
2,-0.311100176,0.311100176,14,1,30,11,1
-2,8.778239349,8.778239349,14,1,30,11,1
3,3.703577245,3.703577245,14,1,30,11,1
1,5.15793074,5.15793074,14,1,30,11,1
,3.936877186,3.936877186,15,1,30,0,0
-5,-9.012159222,9.012159222,15,1,30,0,0
1,5.838680999,5.838680999,15,1,30,0,0
-5,-5.140955398,5.140955398,15,1,30,0,0
0,-0.740444375,0.740444375,15,1,30,0,0
-5,-7.210798504,7.210798504,15,1,30,0,0
0,-0.079979321,0.079979321,15,1,30,0,0
0,-2.075184201,2.075184201,15,1,30,0,0
0,1.606148887,1.606148887,15,1,30,0,0
0,4.407361107,4.407361107,15,1,30,0,0
0,-6.544181661,6.544181661,15,1,30,0,0
3,1.690027639,1.690027639,15,1,30,0,0
2,-0.224672572,0.224672572,15,1,30,0,0
3,2.962279048,2.962279048,15,1,30,0,0
1,-1.242049422,1.242049422,15,1,30,0,0
2,-1.839910566,1.839910566,15,1,30,0,0
3,1.08189608,1.08189608,15,1,30,0,0
0,-1.059669802,1.059669802,15,1,30,0,0
-5,-0.184037643,0.184037643,15,1,30,0,0
-1,3.466017644,3.466017644,15,1,30,0,0
2,2.996752968,2.996752968,15,1,30,0,0
2,2.372795271,2.372795271,15,1,30,0,0
-1,0.040573928,0.040573928,15,1,30,0,0
0,-4.202107486,4.202107486,15,1,30,0,0
3,-7.445601669,7.445601669,15,1,30,0,0
1,5.693944377,5.693944377,15,1,30,0,0
1,14.29201384,14.29201384,15,1,30,0,0
4,3.971168251,3.971168251,15,1,30,0,0
1,-4.566236787,4.566236787,15,1,30,0,0
0,10.25931672,10.25931672,15,1,30,0,0
1,4.260945823,4.260945823,15,1,30,0,0
5,-5.092453807,5.092453807,15,1,30,0,0
2,-5.934088105,5.934088105,15,1,30,0,0
0,3.064104982,3.064104982,15,1,30,0,0
0,0.143033914,0.143033914,15,1,30,0,0
-5,-0.743723648,0.743723648,15,1,30,0,0
4,-4.269974279,4.269974279,15,1,30,0,0
2,-2.880903389,2.880903389,15,1,30,0,0
1,-4.251194476,4.251194476,15,1,30,0,0
3,-10.00502088,10.00502088,15,1,30,0,0
1,5.345688519,5.345688519,15,1,30,0,0
2,-2.252301998,2.252301998,15,1,30,0,0
2,2.15535699,2.15535699,15,1,30,0,0
4,0.3795765,0.3795765,15,1,30,0,0
5,-5.858075039,5.858075039,15,1,30,0,0
4,1.730362155,1.730362155,15,1,30,0,0
2,10.53420892,10.53420892,15,1,30,0,0
2,-5.351683453,5.351683453,15,1,30,0,0
0,7.082878668,7.082878668,15,1,30,0,0
1,3.344616189,3.344616189,15,1,30,0,0
7,-2.10697792,2.10697792,15,1,30,0,0
3,2.991024392,2.991024392,15,1,30,0,0
3,-1.336129187,1.336129187,15,1,30,0,0
3,2.591042934,2.591042934,15,1,30,0,0
2,-6.642382265,6.642382265,15,1,30,0,0
-2,-10.31346081,10.31346081,15,1,30,0,0
0,-1.526421711,1.526421711,15,1,30,0,0
-2,5.80047265,5.80047265,15,1,30,0,0
2,9.017381497,9.017381497,15,1,30,0,0
4,1.453683,1.453683,15,1,30,0,0
2,-3.845097587,3.845097587,15,1,30,0,0
6,-11.78113692,11.78113692,15,1,30,0,0
2,4.860815081,4.860815081,15,1,30,0,0
0,3.3143396,3.3143396,15,1,30,0,0
2,-5.498026229,5.498026229,15,1,30,0,0
1,5.878889057,5.878889057,15,1,30,0,0
5,11.039413,11.039413,15,1,30,0,0
3,0.32423815,0.32423815,15,1,30,0,0
1,0.015258816,0.015258816,15,1,30,0,0
0,8.367610087,8.367610087,15,1,30,0,0
2,-2.367592618,2.367592618,15,1,30,0,0
0,3.385323382,3.385323382,15,1,30,0,0
0,2.398686393,2.398686393,15,1,30,0,0
0,-8.458833127,8.458833127,15,1,30,0,0
2,7.072642477,7.072642477,15,1,30,0,0
4,2.725743409,2.725743409,15,1,30,0,0
-1,-5.427684717,5.427684717,15,1,30,0,0
0,-2.76342337,2.76342337,15,1,30,0,0
2,3.427267091,3.427267091,15,1,30,0,0
3,4.431831615,4.431831615,15,1,30,0,0
0,-4.610204155,4.610204155,15,1,30,0,0
0,2.521150797,2.521150797,15,1,30,0,0
0,-10.98788137,10.98788137,15,1,30,0,0
0,6.010549378,6.010549378,15,1,30,0,0
0,5.83838852,5.83838852,15,1,30,0,0
1,-2.264138416,2.264138416,15,1,30,0,0
1,-0.803490286,0.803490286,15,1,30,0,0
0,-1.438945532,1.438945532,15,1,30,0,0
3,-2.953311925,2.953311925,15,1,30,0,0
2,0.84094743,0.84094743,15,1,30,0,0
3,-9.529857825,9.529857825,15,1,30,0,0
1,1.569899153,1.569899153,15,1,30,0,0
1,6.236090985,6.236090985,15,1,30,0,0
3,-7.854743261,7.854743261,15,1,30,0,0
1,-3.740633572,3.740633572,15,1,30,0,0
1,5.238250774,5.238250774,15,1,30,0,0
3,-3.468613431,3.468613431,15,1,30,0,0
0,3.017761151,3.017761151,15,1,30,0,0
1,-7.56863785,7.56863785,15,1,30,0,0
2,-1.824447985,1.824447985,15,1,30,0,0
4,-0.969093649,0.969093649,15,1,30,0,0
2,2.893703909,2.893703909,15,1,30,0,0
2,-7.909381691,7.909381691,15,1,30,0,0
2,2.664635765,2.664635765,15,1,30,0,0
1,6.611692122,6.611692122,15,1,30,0,0
6,-8.41905666,8.41905666,15,1,30,0,0
2,-1.540728497,1.540728497,15,1,30,0,0
5,-7.290268351,7.290268351,15,1,30,0,0
2,0.600173136,0.600173136,15,1,30,0,0
3,-1.605909338,1.605909338,15,1,30,0,0
3,0.983327932,0.983327932,15,1,30,0,0
2,5.178197434,5.178197434,15,1,30,0,0
5,-7.021459506,7.021459506,15,1,30,0,0
3,4.498155007,4.498155007,15,1,30,0,0
7,3.236991343,3.236991343,15,1,30,0,0
4,1.840732704,1.840732704,15,1,30,0,0
3,-1.437798715,1.437798715,15,1,30,0,0
2,0.704259912,0.704259912,15,1,30,0,0
4,-0.788995759,0.788995759,15,1,30,0,0
2,4.272863867,4.272863867,15,1,30,0,0
2,0.238109704,0.238109704,15,1,30,0,0
3,4.809110795,4.809110795,15,1,30,0,0
5,4.866513205,4.866513205,15,1,30,0,0
