ProlificID,Age,Gender.1.Male,HouseholdIncome,Education,PoliticalOrientation,COVID19Consumption,AnxietyOwnHealth,AnxietyLovedOnes,AnxietyLockdown,AnxietyIncome,AnxietyExercise,AnxietySupplies,AnxietySocializing,Anxiety_factor_noSTAI,Anxiety_factor_STAI,STAI_Score,STAI_scaled,Dependents,HealthCareInsuranceSatisfaction,Ethnicity
248,68,2,6,3,2,4,74,37,80,85,19,77,60,61.71428571,61.63888889,56.66666667,61.11111112,2,3,5
249,70,2,5,3,1,5,100,100,8,72,18,61,12,53,52.625,50,50,2,2,5
250,60,1,7,1,1,4,20,20,51,51,52,32,53,39.85714286,37.65277778,33.33333333,22.22222222,2,3,5
251,50,2,1,4,1,4,80,75,11,100,67,100,16,64.14285714,62.375,50,50,2,3,5
252,69,2,1,1,1,4,78,80,74,72,0,56,0,51.42857143,53.33333333,60,66.66666667,1,3,5
253,66,2,5,1,1,5,92,95,39,42,5,10,9,41.71428571,44.13888889,56.66666667,61.11111112,2,3,5
254,61,2,5,1,2,4,68,85,30,76,16,26,10,44.42857143,42.34722222,36.66666667,27.77777778,2,2,5
255,25,1,2,1,1,3,10,78,30,69,0,60,16,37.57142857,41.90277778,63.33333333,72.22222222,2,1,5
256,60,1,2,3,1,5,71,73,62,77,79,39,94,70.71428571,68.81944444,53.33333333,55.55555555,2,4,5
257,29,1,3,3,1,5,58,70,30,58,85,4,13,45.42857143,43.91666667,40,33.33333333,2,3,5
258,23,1,7,1,1,5,62,81,0,20,9,72,0,34.85714286,31.88888889,26.66666667,11.11111112,2,3,5
259,44,2,6,3,2,4,25,94,5,73,10,34,13,36.28571429,40.08333333,60,66.66666667,1,4,5
260,65,2,5,3,1,5,84,100,56,100,62,64,66,76,75.52777778,63.33333333,72.22222222,2,1,5
261,66,1,4,4,1,5,100,100,31,27,0,22,0,40,43.33333333,60,66.66666667,2,4,5
262,51,1,4,3,2,5,14,15,30,43,67,42,64,39.28571429,39.93055556,46.66666667,44.44444445,2,2,5
263,70,1,3,3,1,4,2,27,0,1,1,1,28,8.571428571,9.583333333,30,16.66666667,2,3,5
264,57,1,6,1,2,6,81,100,60,97,7,23,20,55.42857143,53.36111111,43.33333333,38.88888888,1,3,5
265,35,1,8,4,1,5,65,91,8,5,0,7,17,27.57142857,27.59722222,36.66666667,27.77777778,1,3,5
266,63,2,2,2,1,5,63,90,62,63,34,58,37,58.14285714,58.51388889,56.66666667,61.11111112,2,3,5
267,38,2,4,3,1,5,90,92,95,92,34,69,100,81.71428571,79.83333333,60,66.66666667,1,1,5
268,67,2,2,2,1,6,88,98,84,76,12,65,75,71.14285714,71.27777778,63.33333333,72.22222222,2,3,5
269,63,1,8,4,2,4,60,60,0,68,0,0,4,27.42857143,26.08333333,30,16.66666667,2,3,5
270,49,2,2,1,2,5,100,100,51,100,13,100,0,66.28571429,70.5,80,100,2,3,5
271,44,1,8,1,1,5,72,99,61,100,0,13,12,51,50.875,50,50,2,2,5
272,58,1,1,1,1,5,75,69,73,71,30,23,26,52.42857143,56.29166667,70,83.33333333,2,4,5
273,58,2,4,2,2,4,51,76,13,51,15,53,51,44.28571429,41.52777778,33.33333333,22.22222222,2,2,5
274,49,2,8,1,2,5,66,84,23,31,10,11,0,32.14285714,32.29166667,40,33.33333333,1,3,5
275,31,2,4,1,1,5,76,100,75,100,0,92,0,63.28571429,65.79166667,70,83.33333333,1,2,5
276,62,1,4,4,2,4,0,2,9,2,33,34,34,16.28571429,14.25,20,0,2,2,5
277,57,2,5,3,1,5,96,86,66,100,29,25,44,63.71428571,61.30555556,46.66666667,44.44444445,1,3,5
278,40,2,4,1,1,4,60,73,64,60,19,62,57,56.42857143,53.54166667,40,33.33333333,1,3,5
279,52,1,1,3,1,2,49,99,31,51,0,53,0,40.42857143,40.93055556,46.66666667,44.44444445,2,2,5
280,32,1,5,1,1,5,26,93,61,76,33,34,61,54.85714286,48.69444444,23.33333333,5.55555555,2,1,5
281,24,1,2,1,1,5,59,100,30,75,23,38,55,54.28571429,54.44444444,53.33333333,55.55555555,1,2,5
282,52,1,8,3,2,4,13,34,26,17,70,13,13,26.57142857,25.33333333,30,16.66666667,1,3,5
283,58,2,6,3,1,4,58,86,55,98,89,54,34,67.71428571,64.11111111,43.33333333,38.88888888,1,3,5
284,45,2,1,2,2,6,67,97,32,90,10,70,83,64.14285714,65.15277778,63.33333333,72.22222222,1,3,5
285,63,2,2,2,1,4,88,100,100,0,28,100,100,73.71428571,72.83333333,60,66.66666667,2,3,5
286,33,2,5,3,1,4,42,58,39,39,9,65,10,37.42857143,34.83333333,30,16.66666667,1,3,5
287,51,2,8,3,1,6,100,100,33,100,0,25,14,53.14285714,51.36111111,43.33333333,38.88888888,1,3,5
288,70,1,4,2,2,5,85,88,17,58,0,62,0,44.28571429,42.91666667,40,33.33333333,2,3,5
289,77,1,7,3,2,5,90,95,83,16,0,0,77,51.57142857,48.59722222,36.66666667,27.77777778,2,3,5
290,56,1,3,1,2,4,39,39,59,68,4,14,5,32.57142857,31.97222222,36.66666667,27.77777778,2,3,5
291,40,2,2,1,1,4,69,83,27,53,63,52,37,54.85714286,50.08333333,30,16.66666667,2,3,5
292,61,2,4,2,1,5,96,100,15,97,5,73,0,55.14285714,52.41666667,40,33.33333333,2,3,5
293,34,2,8,3,1,6,64,65,90,72,86,89,73,77,72.93055556,46.66666667,44.44444445,1,3,5
294,26,2,4,4,1,4,57,69,35,45,79,42,21,49.71428571,46.97222222,36.66666667,27.77777778,2,3,5
295,51,2,1,2,1,5,67,95,60,92,71,79,63,75.28571429,72.81944444,53.33333333,55.55555555,1,3,5
296,60,1,4,1,1,5,64,89,61,77,13,57,25,55.14285714,54.5,50,50,2,2,5
297,62,1,6,4,1,4,93,98,65,93,75,46,44,73.42857143,69.11111111,43.33333333,38.88888888,2,2,5
298,24,1,5,1,1,4,80,95,91,97,80,98,80,88.71428571,88.04166667,70,83.33333333,2,1,5
299,31,2,5,1,1,5,77,86,83,71,24,81,41,66.14285714,66.20833333,60,66.66666667,2,2,5
300,75,2,1,1,1,4,91,92,91,0,45,91,93,71.85714286,69.81944444,53.33333333,55.55555555,2,3,5
301,34,1,7,3,1,5,61,78,27,91,25,16,51,49.85714286,51.95833333,60,66.66666667,2,1,5
302,41,1,4,1,1,5,64,82,22,35,71,40,0,44.85714286,43.41666667,40,33.33333333,2,2,5
303,41,2,6,4,1,6,83,89,82,59,42,53,27,62.14285714,66.18055556,76.66666667,94.44444445,1,2,5
304,60,2,2,2,1,5,89,82,75,100,22,95,28,70.14285714,63.45833333,30,16.66666667,2,1,5
305,67,1,5,4,2,4,27,65,1,68,15,63,17,36.57142857,34.08333333,30,16.66666667,2,4,5
306,49,2,1,3,1,6,59,77,16,36,27,6,64,40.71428571,39.09722222,36.66666667,27.77777778,2,4,5
307,62,2,6,3,2,5,38,72,35,60,14,58,44,45.85714286,42.90277778,33.33333333,22.22222222,2,4,5
308,40,2,8,4,2,5,0,61,1,78,1,0,0,20.14285714,20.40277778,33.33333333,22.22222222,1,4,5
309,49,2,4,3,1,4,10,50,57,58,0,63,0,34,36,50,50,2,3,5
310,75,2,5,4,1,5,76,78,41,28,69,23,57,53.14285714,51.36111111,43.33333333,38.88888888,2,3,5
311,47,1,2,1,1,6,76,76,73,94,30,96,8,64.71428571,61.48611111,43.33333333,38.88888888,2,4,5
312,59,2,8,3,1,5,78,96,21,73,31,30,67,56.57142857,54.36111111,43.33333333,38.88888888,2,3,5
313,66,1,8,4,2,4,23,39,11,91,60,19,42,40.71428571,38.40277778,33.33333333,22.22222222,2,3,5
314,37,1,1,1,1,3,13,17,0,86,7,21,0,20.57142857,18,20,0,2,1,5
315,29,2,4,1,1,5,63,75,31,76,59,67,43,59.14285714,56.61111111,43.33333333,38.88888888,2,3,5
316,37,2,8,4,1,5,83,93,45,79,17,71,0,55.42857143,57.52777778,63.33333333,72.22222222,2,3,5
317,56,2,3,1,2,4,17,26,36,27,0,35,26,23.85714286,22.95833333,30,16.66666667,2,3,5
318,50,2,1,1,1,5,86,56,42,100,60,98,3,63.57142857,67.43055556,76.66666667,94.44444445,1,1,5
319,43,2,7,3,2,5,66,75,4,80,58,15,23,45.85714286,41.51388889,26.66666667,11.11111112,1,3,5
320,39,1,8,4,2,4,0,0,0,0,0,0,0,0,0,20,0,2,4,5
321,18,1,6,1,2,4,100,100,74,59,20,73,100,75.14285714,73.38888889,56.66666667,61.11111112,2,3,5
322,32,1,4,4,2,6,100,100,19,97,15,100,55,69.42857143,73.25,80,100,2,3,5
323,31,1,6,2,1,4,14,24,13,63,9,53,0,25.14285714,26.16666667,40,33.33333333,2,3,5
324,46,2,8,3,1,5,62,66,54,61,4,70,25,48.85714286,51.77777778,63.33333333,72.22222222,2,2,5
325,39,1,4,3,1,4,73,72,77,51,67,51,70,65.85714286,63.875,50,50,2,3,5
326,35,2,6,3,1,5,71,70,83,70,19,73,67,64.71428571,64.26388889,56.66666667,61.11111112,1,3,5
327,33,1,3,1,1,5,86,100,43,83,47,96,32,69.57142857,67.125,50,50,2,2,5
328,59,2,6,3,1,4,81,82,22,69,22,75,66,59.57142857,56.98611111,43.33333333,38.88888888,1,3,5
329,47,2,7,3,1,4,51,90,76,29,54,100,54,64.85714286,66.47222222,66.66666667,77.77777778,1,3,5
330,49,1,2,2,2,3,35,69,23,100,32,85,0,49.14285714,44.38888889,26.66666667,11.11111112,2,1,5
331,38,2,7,2,1,5,73,80,81,100,41,88,29,70.28571429,71.91666667,70,83.33333333,1,3,5
332,50,1,4,4,2,4,0,0,100,100,61,100,100,65.85714286,64.56944444,53.33333333,55.55555555,2,3,5
333,60,1,6,4,1,4,100,100,32,100,20,100,19,67.28571429,70.68055556,76.66666667,94.44444445,2,3,5
334,66,1,5,3,1,5,83,87,37,51,7,8,17,41.42857143,38.33333333,30,16.66666667,2,4,5
335,62,1,4,3,1,4,11,12,7,19,3,8,8,9.714285714,9.194444444,23.33333333,5.55555555,2,2,5
336,67,2,4,2,1,5,90,91,4,31,32,20,3,38.71428571,38.04166667,40,33.33333333,2,3,5
337,39,2,2,1,1,5,58,78,78,81,32,25,65,59.57142857,59.76388889,56.66666667,61.11111112,1,3,5
338,34,2,8,3,1,5,19,65,6,100,15,22,31,36.85714286,37.11111111,43.33333333,38.88888888,1,3,5
339,49,1,8,1,2,5,57,81,37,69,14,14,22,42,41.61111111,43.33333333,38.88888888,1,3,5
340,48,2,6,3,1,5,29,27,63,78,21,64,1,40.42857143,40.23611111,43.33333333,38.88888888,2,4,5
341,51,1,4,2,1,5,74,93,65,94,36,93,67,74.57142857,68.72222222,36.66666667,27.77777778,2,3,5
342,72,2,2,1,2,3,58,79,23,91,9,85,0,49.28571429,47.98611111,43.33333333,38.88888888,2,4,5
343,33,1,5,1,1,5,26,74,65,68,47,58,52,55.71428571,60.55555556,76.66666667,94.44444445,1,1,5
344,28,2,3,2,1,5,70,89,75,96,68,88,80,80.85714286,79.08333333,60,66.66666667,1,3,5
345,25,2,3,3,1,5,67,100,61,100,59,33,29,64.14285714,63.06944444,53.33333333,55.55555555,2,3,5
346,22,2,5,1,1,3,100,60,0,79,3,98,0,48.57142857,50.13888889,56.66666667,61.11111112,2,1,5
347,42,2,8,4,1,5,56,85,26,57,100,70,23,59.57142857,56.29166667,40,33.33333333,2,3,5
348,62,2,1,1,1,5,58,0,0,0,0,0,11,9.857142857,14.18055556,46.66666667,44.44444445,2,1,5
349,55,2,4,4,2,5,70,100,0,75,26,22,34,46.71428571,47.125,50,50,2,2,5
350,66,1,2,2,2,5,100,0,74,73,22,100,0,52.71428571,53.06944444,53.33333333,55.55555555,2,3,5
351,54,2,2,2,1,5,100,89,91,82,0,100,0,66,65.38888889,56.66666667,61.11111112,2,3,5
352,62,2,5,1,2,6,100,77,13,0,0,0,63,36.14285714,31.625,20,0,2,4,5
353,60,2,8,4,1,5,54,68,100,100,100,95,100,88.14285714,84.76388889,56.66666667,61.11111112,2,4,5
354,52,2,3,1,1,4,22,15,76,100,0,75,54,48.85714286,43.44444444,23.33333333,5.55555555,2,3,5
355,42,1,7,2,2,4,35,73,58,59,39,57,71,56,58.02777778,63.33333333,72.22222222,1,2,5
356,70,2,6,1,1,6,76,93,57,63,0,0,79,52.57142857,47.38888889,26.66666667,11.11111112,2,4,5
357,24,1,1,1,1,5,0,0,0,72,0,0,0,10.28571429,9,20,0,2,1,5
358,47,1,1,4,1,4,89,90,79,20,28,70,66,63.14285714,64.97222222,66.66666667,77.77777778,2,1,5
359,39,1,8,4,1,5,64,79,49,65,49,68,58,61.71428571,62.33333333,60,66.66666667,2,2,5
360,62,2,4,3,1,5,25,25,6,6,0,13,0,10.71428571,12.84722222,36.66666667,27.77777778,2,3,5
361,54,2,5,4,2,5,95,100,51,74,13,92,25,64.28571429,61.11111111,43.33333333,38.88888888,1,3,5
362,29,2,4,4,1,5,87,94,34,55,44,45,52,58.71428571,61.09722222,66.66666667,77.77777778,2,3,5
363,42,2,1,1,1,4,36,66,24,37,17,46,14,34.28571429,37.63888889,56.66666667,61.11111112,2,1,5
364,45,1,1,2,1,5,72,68,37,61,0,78,35,50.14285714,48.73611111,43.33333333,38.88888888,2,1,5
365,39,1,3,1,1,5,76,100,42,55,7,73,65,59.71428571,63.36111111,73.33333333,88.88888888,2,1,5
366,43,2,5,1,1,5,85,100,14,100,0,100,23,60.28571429,63.16666667,70,83.33333333,2,2,5
367,48,1,5,2,1,5,37,74,65,76,16,25,75,52.57142857,48.08333333,30,16.66666667,2,2,5
368,51,1,8,3,2,5,36,68,57,6,0,45,62,39.14285714,38.41666667,40,33.33333333,1,3,5
369,22,1,3,2,1,4,31,100,73,100,78,15,90,69.57142857,65.73611111,43.33333333,38.88888888,2,3,5
370,46,2,5,3,1,4,100,100,97,98,28,96,35,79.14285714,79.66666667,70,83.33333333,1,1,5
371,50,1,8,4,1,4,24,100,4,0,0,20,4,21.71428571,19.69444444,23.33333333,5.55555555,1,4,5
372,58,2,4,3,1,5,79,100,33,75,84,65,25,65.85714286,61.09722222,36.66666667,27.77777778,1,1,5
373,53,1,8,2,1,6,91,84,5,83,9,78,59,58.42857143,53.90277778,33.33333333,22.22222222,1,3,5
374,54,2,8,4,2,5,69,70,70,71,70,71,71,70.28571429,67.75,50,50,2,2,5
375,50,1,6,4,1,5,63,100,12,65,14,73,76,57.57142857,56.625,50,50,2,3,5
376,30,2,4,1,1,4,0,100,71,84,0,61,13,47,43.20833333,30,16.66666667,2,1,5
377,40,1,3,2,1,4,51,75,19,100,51,81,18,56.42857143,54.93055556,46.66666667,44.44444445,2,1,5
378,21,1,5,1,1,4,6,19,44,96,0,68,37,38.57142857,44.16666667,70,83.33333333,2,3,5
379,54,2,4,4,1,6,100,100,100,100,0,73,0,67.57142857,64.68055556,46.66666667,44.44444445,2,3,5
380,44,1,6,2,1,4,56,82,40,75,26,73,38,55.71428571,50.13888889,26.66666667,11.11111112,1,3,5
381,37,1,5,4,1,5,83,85,83,63,59,59,32,66.28571429,64.25,50,50,2,3,5
382,30,2,4,3,1,5,65,62,53,52,53,44,53,54.57142857,54,50,50,1,3,5
383,32,1,4,4,1,6,70,83,37,73,22,62,61,58.28571429,56.55555556,46.66666667,44.44444445,2,3,5
384,44,1,7,3,2,4,58,65,64,61,0,55,0,43.28571429,41.34722222,36.66666667,27.77777778,1,3,5
385,45,1,6,3,1,5,100,89,66,98,25,72,60,72.85714286,72.08333333,60,66.66666667,1,3,5
386,26,1,7,1,1,4,43,65,74,58,15,63,58,53.71428571,50.47222222,36.66666667,27.77777778,2,1,5
387,35,1,5,3,1,4,100,82,100,100,95,99,66,91.71428571,91.36111111,73.33333333,88.88888888,2,3,5
388,55,2,3,3,1,5,72,92,8,65,0,28,7,38.85714286,36.77777778,33.33333333,22.22222222,2,3,5
389,28,1,1,3,1,5,41,70,43,58,12,56,76,50.85714286,50.75,50,50,2,1,5
390,30,1,8,3,1,5,32,77,13,18,0,55,0,27.85714286,26.45833333,30,16.66666667,2,3,5
391,61,2,3,1,2,4,17,87,64,23,26,26,39,40.28571429,43.58333333,60,66.66666667,2,3,5
392,45,1,1,3,1,5,54,45,66,47,50,47,14,46.14285714,48.70833333,60,66.66666667,2,1,5
393,45,2,8,3,2,4,29,80,9,27,11,33,5,27.71428571,27.72222222,36.66666667,27.77777778,1,3,5
394,24,2,4,3,1,4,64,70,37,42,0,34,26,39,39.68055556,46.66666667,44.44444445,2,4,5
395,39,1,8,3,1,5,100,100,84,100,0,71,22,68.14285714,70.73611111,73.33333333,88.88888888,1,3,5
396,23,2,2,3,1,5,62,38,20,57,14,82,52,46.42857143,45.48611111,43.33333333,38.88888888,2,3,5
397,59,2,8,4,1,5,61,69,19,100,0,0,0,35.57142857,31.125,20,0,2,3,5
398,44,1,1,3,2,3,61,68,63,100,38,53,11,56.28571429,56.88888889,56.66666667,61.11111112,2,2,5
399,54,1,4,1,2,4,38,65,18,60,8,62,15,38,42.27777778,63.33333333,72.22222222,1,3,5
400,33,1,2,1,1,4,100,100,80,100,0,100,11,70.14285714,71.79166667,70,83.33333333,1,1,5
401,59,2,8,4,1,5,57,33,21,64,56,33,80,49.14285714,48.55555556,46.66666667,44.44444445,2,3,5
402,58,2,2,2,1,5,70,97,8,73,4,100,0,50.28571429,47.47222222,36.66666667,27.77777778,1,2,5
403,36,2,4,2,1,4,35,89,61,68,17,69,64,57.57142857,54.54166667,40,33.33333333,1,3,5
404,33,1,6,3,2,5,77,96,92,84,0,63,72,69.14285714,62.58333333,30,16.66666667,2,3,5
405,36,2,6,2,1,4,44,67,56,64,41,61,46,54.14285714,50.84722222,36.66666667,27.77777778,2,3,5
406,30,1,8,3,1,5,62,78,18,18,12,17,43,35.42857143,38.63888889,56.66666667,61.11111112,2,3,5
407,40,1,4,2,1,4,73,82,73,26,24,37,36,50.14285714,47.34722222,36.66666667,27.77777778,2,3,5
408,49,1,6,1,1,4,35,59,24,24,21,30,14,29.57142857,32.125,50,50,2,3,5
409,55,2,3,1,2,4,82,82,98,81,0,79,72,70.57142857,65.91666667,40,33.33333333,2,3,5
410,60,2,5,3,1,4,81,81,73,53,17,65,21,55.85714286,53.73611111,43.33333333,38.88888888,2,3,5
411,59,1,4,2,2,6,57,58,63,44,55,57,62,56.57142857,53.66666667,40,33.33333333,2,3,5
412,58,2,4,3,1,5,90,100,80,73,68,84,71,80.85714286,81.16666667,70,83.33333333,1,4,5
413,48,1,7,2,1,5,30,37,58,55,11,19,53,37.57142857,35.65277778,33.33333333,22.22222222,1,3,5
414,64,2,5,1,2,4,60,100,34,81,0,57,0,47.42857143,44.97222222,36.66666667,27.77777778,2,3,5
415,64,2,1,4,1,5,96,95,3,68,69,18,8,51,48.79166667,40,33.33333333,1,1,5
416,35,1,5,1,2,4,69,88,70,66,19,47,13,53.14285714,54.13888889,56.66666667,61.11111112,2,3,5
417,65,2,3,1,1,6,77,100,0,80,59,78,0,56.28571429,59.66666667,70,83.33333333,1,3,5
418,48,2,1,1,1,5,75,80,85,70,68,68,68,73.42857143,73.27777778,63.33333333,72.22222222,2,3,5
419,55,2,7,1,2,6,100,100,74,100,0,100,73,78.14285714,80.875,80,100,2,3,5
420,71,1,3,3,2,5,77,93,45,80,20,76,15,58,51.44444444,23.33333333,5.55555555,2,3,5
421,53,2,4,1,1,5,65,85,0,83,57,70,100,65.71428571,60.97222222,36.66666667,27.77777778,2,2,5
422,68,1,5,4,1,5,82,83,69,85,72,63,70,74.85714286,71.75,50,50,2,4,5
423,43,2,6,4,1,5,86,100,59,74,45,95,96,79.28571429,77.70833333,60,66.66666667,1,3,5
424,38,1,6,4,1,5,27,57,24,73,88,28,8,43.57142857,40.20833333,30,16.66666667,2,3,5
425,68,2,2,1,1,6,100,100,71,85,86,59,100,85.85714286,86.93055556,76.66666667,94.44444445,2,2,5
426,41,1,8,1,1,6,75,76,87,100,92,97,65,84.57142857,83.72222222,66.66666667,77.77777778,1,4,5
427,23,1,8,3,1,6,91,38,66,81,91,41,84,70.28571429,67.05555556,46.66666667,44.44444445,2,4,5
428,49,2,4,3,2,4,29,58,19,71,15,12,43,35.28571429,31.56944444,23.33333333,5.55555555,1,4,5
429,62,1,5,3,1,5,74,100,10,32,0,9,11,33.71428571,32.27777778,33.33333333,22.22222222,1,2,5
430,52,1,2,1,1,4,76,100,65,82,12,81,39,65,65.20833333,60,66.66666667,2,4,5
431,67,1,8,2,1,5,62,84,62,74,0,0,70,50.28571429,48.86111111,43.33333333,38.88888888,2,3,5
432,60,2,4,1,2,5,12,12,24,36,0,73,20,25.28571429,24.20833333,30,16.66666667,2,3,5
433,61,2,8,1,2,5,5,85,12,77,11,48,64,43.14285714,38.44444444,23.33333333,5.55555555,2,4,5
434,24,2,2,4,1,4,79,93,65,100,30,65,78,72.85714286,74.86111111,73.33333333,88.88888888,2,3,5
435,62,2,4,3,1,5,83,100,13,80,0,85,15,53.71428571,54.63888889,56.66666667,61.11111112,2,3,5
436,68,2,3,1,2,5,100,100,83,100,100,100,100,97.57142857,96.48611111,73.33333333,88.88888888,2,3,5
437,35,2,2,3,1,5,5,65,71,83,0,73,55,50.28571429,54.41666667,70,83.33333333,1,3,5
438,67,2,5,1,2,5,37,38,39,21,65,40,15,36.42857143,32.56944444,23.33333333,5.55555555,2,4,5
439,63,1,4,3,2,5,25,87,4,7,0,5,2,18.57142857,17.63888889,26.66666667,11.11111112,2,3,5
440,58,1,4,1,2,4,65,80,28,71,26,27,26,46.14285714,44.54166667,40,33.33333333,1,3,5
441,52,2,1,1,1,4,97,100,99,53,3,100,99,78.71428571,77.20833333,60,66.66666667,2,4,5
442,68,2,6,1,2,4,48,50,17,72,0,26,79,41.71428571,36.5,20,0,2,3,5
443,73,1,4,2,2,5,63,69,35,60,17,40,58,48.85714286,44.83333333,30,16.66666667,2,3,5
444,27,1,7,3,2,5,19,58,63,30,13,15,62,37.14285714,33.88888889,26.66666667,11.11111112,2,2,5
445,39,1,7,3,2,5,7,14,15,34,61,55,20,29.42857143,31.30555556,46.66666667,44.44444445,1,4,5
446,43,1,8,4,2,6,74,80,94,87,19,91,65,72.85714286,72.08333333,60,66.66666667,1,3,5
447,29,2,8,4,1,4,65,66,35,49,26,66,68,53.57142857,51.04166667,40,33.33333333,2,3,5
448,46,1,7,2,2,5,72,81,21,44,23,58,23,46,44.41666667,40,33.33333333,1,3,5
449,69,1,2,3,2,5,90,86,27,32,7,9,11,37.42857143,36.91666667,40,33.33333333,2,4,5
450,43,1,6,1,1,5,65,66,42,58,61,70,45,58.14285714,56.43055556,46.66666667,44.44444445,2,3,5
451,51,2,6,1,2,5,100,100,65,100,63,79,59,80.85714286,81.86111111,73.33333333,88.88888888,1,3,5
452,50,2,3,2,1,4,100,96,100,55,14,95,4,66.28571429,69.80555556,76.66666667,94.44444445,2,3,5
453,51,2,7,1,1,5,44,64,56,64,20,59,71,54,52.11111111,43.33333333,38.88888888,2,2,5
454,64,2,2,3,1,5,100,100,0,0,75,82,67,60.57142857,59.25,50,50,2,3,5
455,23,2,1,1,1,5,100,100,100,100,76,100,0,82.28571429,83.80555556,76.66666667,94.44444445,2,1,5
456,38,1,2,4,2,6,12,48,2,94,23,2,2,26.14285714,26.34722222,36.66666667,27.77777778,2,1,5
457,45,2,8,3,1,5,69,89,19,58,60,55,58,58.28571429,59.33333333,60,66.66666667,1,3,5
458,26,2,3,1,1,4,47,84,26,72,5,38,18,41.42857143,40.41666667,40,33.33333333,2,1,5
459,65,2,2,1,2,5,16,62,100,25,76,74,100,64.71428571,58.70833333,30,16.66666667,2,3,5
460,20,2,6,2,1,4,36,81,62,71,42,75,44,58.71428571,56.93055556,46.66666667,44.44444445,2,3,5
461,74,2,2,3,1,5,65,89,23,76,22,80,34,55.57142857,58.34722222,66.66666667,77.77777778,2,3,5
462,64,1,5,3,2,4,52,60,47,18,0,16,23,30.85714286,31.16666667,40,33.33333333,2,3,5
463,25,2,1,3,1,4,63,81,63,41,3,61,65,53.85714286,53.375,50,50,2,3,5
464,68,2,2,4,2,5,0,3,0,0,0,0,0,0.428571429,0.375,20,0,2,4,5
465,32,1,3,1,1,6,22,100,0,75,51,63,0,44.42857143,47.20833333,60,66.66666667,2,3,5
466,57,2,8,1,2,5,22,26,83,55,100,48,39,53.28571429,57.73611111,73.33333333,88.88888888,1,4,5
467,53,1,5,3,1,5,63,82,39,59,0,54,62,51.28571429,46.26388889,26.66666667,11.11111112,2,4,5
468,32,1,6,4,1,4,76,87,3,22,31,8,15,34.57142857,33.72222222,36.66666667,27.77777778,1,3,5
469,67,1,7,1,1,5,78,98,63,66,82,59,87,76.14285714,72.18055556,46.66666667,44.44444445,1,3,5
470,73,1,2,1,2,4,64,100,0,0,0,0,72,33.71428571,32.97222222,36.66666667,27.77777778,2,4,5
471,61,2,2,1,1,5,76,100,28,0,0,73,12,41.28571429,40.29166667,40,33.33333333,1,3,5
472,72,1,3,2,2,4,53,73,0,52,13,15,15,31.57142857,29.70833333,30,16.66666667,2,3,5
473,60,1,4,1,2,4,85,100,67,67,26,65,11,60.14285714,57.48611111,43.33333333,38.88888888,2,3,5
474,63,1,7,3,1,4,56,58,28,71,18,51,16,42.57142857,42.11111111,43.33333333,38.88888888,2,3,5
475,38,1,6,2,1,5,83,100,14,20,0,42,12,38.71428571,34.56944444,23.33333333,5.55555555,2,2,5
476,33,2,3,1,1,4,64,83,80,80,16,56,75,64.85714286,65.08333333,60,66.66666667,1,2,5
477,40,1,8,3,2,5,67,88,74,66,20,82,41,62.57142857,61.69444444,53.33333333,55.55555555,1,3,5
478,50,2,5,1,2,5,85,85,85,100,51,51,51,72.57142857,72.52777778,63.33333333,72.22222222,2,1,5
479,49,2,6,1,2,3,61,74,27,75,0,16,3,36.57142857,32.69444444,23.33333333,5.55555555,2,1,5
480,32,2,7,4,1,5,92,95,19,82,28,72,40,61.14285714,60.44444444,53.33333333,55.55555555,2,2,5
481,26,2,4,4,1,5,37,95,10,54,6,26,0,32.57142857,31.27777778,33.33333333,22.22222222,2,3,5
482,49,2,7,3,1,5,6,39,33,84,25,26,25,34,31.13888889,26.66666667,11.11111112,1,4,5
483,56,2,6,1,1,4,79,91,73,73,68,77,59,74.28571429,72.63888889,56.66666667,61.11111112,1,3,5
484,27,2,4,1,1,5,62,84,35,85,31,70,18,55,51.59722222,36.66666667,27.77777778,1,1,5
485,23,1,3,1,1,4,63,77,33,74,3,38,14,43.14285714,39.13888889,26.66666667,11.11111112,2,1,5
486,40,1,4,3,2,4,8,3,1,0,0,0,0,1.714285714,1.5,20,0,2,3,5
487,21,2,5,1,1,4,61,79,72,37,35,69,11,52,54.52777778,63.33333333,72.22222222,2,2,5
488,53,1,8,2,2,5,81,82,83,26,3,94,0,52.71428571,53.06944444,53.33333333,55.55555555,2,3,5
489,60,2,8,4,1,5,66,98,9,100,65,59,66,66.14285714,59.95833333,30,16.66666667,2,3,5
490,43,1,8,3,1,5,94,99,83,78,28,76,35,70.42857143,67.875,50,50,1,3,5
491,59,2,7,1,2,4,24,84,74,100,4,100,68,64.85714286,58.13888889,26.66666667,11.11111112,1,2,5
492,37,1,3,3,1,3,66,100,69,66,4,55,32,56,56.63888889,56.66666667,61.11111112,1,3,5
493,39,2,6,3,2,4,72,100,100,49,48,100,75,77.71428571,80.5,80,100,1,3,5
494,59,2,2,3,1,5,67,94,0,100,20,52,0,47.57142857,47.875,50,50,2,3,5
495,37,1,8,3,2,4,81,100,100,100,21,58,7,66.71428571,67.40277778,63.33333333,72.22222222,1,3,5
496,40,2,3,2,2,5,100,100,73,60,100,83,31,78.14285714,76.01388889,56.66666667,61.11111112,1,3,5
497,60,2,7,2,1,4,74,74,76,41,51,51,67,62,59.80555556,46.66666667,44.44444445,2,3,5
